id_pago,id_siniestro,tipo_pago,fecha_pago,monto,moneda,tipo_cambio,monto_mxn,banco_emisor,num_cheque,cuenta_destino,status_pago,autorizador,timestamp_pago
PAG-0007884,SIN-0004396,Reembolso,2021-08-21,19662.31,MXN,1.0,19662.31,Santander,,393863714340196848,Devuelto,AUTH20,2026-04-30 16:27:46
PAG-0007885,SIN-0012708,Pago hospital,2020-06-03,16462.68,MXN,1.0,16462.68,HSBC,,583905688620898930,Aplicado,AUTH15,2026-04-30 16:27:46
PAG-0007886,SIN-0014645,Pago directo asegurado,2021-12-02,33575.58,MXN,1.0,33575.58,Santander,,967588585798866577,Aplicado,AUTH06,2026-04-30 16:27:46
PAG-0007887,SIN-0003523,Pago taller,2020-01-15,15374.54,MXN,1.0,15374.54,Scotiabank,CHK-342145,113233814036250442,Aplicado,AUTH02,2026-04-30 16:27:46
PAG-0007888,SIN-0006204,Pago directo asegurado,2024-01-15,41630.01,MXN,1.0,41630.01,HSBC,CHK-402237,555907122625524577,Aplicado,AUTH14,2026-04-30 16:27:46
PAG-0007889,SIN-0016763,Pago directo asegurado,2020-06-01,15410.66,USD,1.0,15410.66,Banorte,,851621455227606828,Aplicado,AUTH10,2026-04-30 16:27:46
PAG-0007890,SIN-0017732,Pago taller,2023-06-19,57091.43,MXN,1.0,57091.43,Banamex,,511092092694582355,Aplicado,AUTH02,2026-04-30 16:27:46
PAG-0007891,SIN-0014674,Pago directo asegurado,2023-10-15,16624.45,MXN,1.0,16624.45,Banorte,CHK-610340,934341927218383606,Aplicado,AUTH02,2026-04-30 16:27:46
PAG-0007892,SIN-0003794,Reembolso,2021-03-23,13159.83,MXN,1.0,13159.83,Banamex,,368592002093581308,Aplicado,AUTH12,2026-04-30 16:27:46
PAG-0007893,SIN-0000383,Pago hospital,2023-09-15,3588.45,MXN,1.0,3588.45,Scotiabank,,267594057269611093,Aplicado,AUTH20,2026-04-30 16:27:46
PAG-0007894,SIN-0004642,Pago beneficiario,2021-06-30,24673.05,MXN,1.0,24673.05,Banorte,CHK-991038,044196544009762094,Aplicado,AUTH19,2026-04-30 16:27:46
PAG-0007895,SIN-0007390,Pago directo asegurado,2024-05-01,6050.02,USD,1.0,6050.02,Banamex,CHK-850055,936418663705675910,Aplicado,AUTH03,2026-04-30 16:27:46
PAG-0007896,SIN-0013817,Pago hospital,2022-06-06,141904.98,MXN,1.0,141904.98,Banamex,CHK-232382,000611765628029048,Aplicado,AUTH20,2026-04-30 16:27:46
PAG-0007897,SIN-0013987,Pago hospital,2020-03-19,3324.42,MXN,1.0,3324.42,Banamex,CHK-453725,049358480404015103,Aplicado,AUTH07,2026-04-30 16:27:46
PAG-0007898,SIN-0010393,Pago hospital,2020-10-05,6288.53,MXN,1.0,6288.53,Santander,,943211401369003139,Aplicado,AUTH17,2026-04-30 16:27:46
PAG-0007899,SIN-0000818,Reembolso,2021-06-29,7373.89,USD,1.0,7373.89,Banamex,,112138777620830441,Aplicado,AUTH08,2026-04-30 16:27:46
PAG-0007900,SIN-0014785,Pago directo asegurado,2024-12-25,52705.8,MXN,1.0,52705.8,BBVA,,826262481947456652,Aplicado,AUTH09,2026-04-30 16:27:46
PAG-0007901,SIN-0007781,Pago taller,2020-05-26,69450.66,MXN,1.0,69450.66,Banamex,CHK-488111,396805764324376912,Aplicado,AUTH09,2026-04-30 16:27:46
PAG-0007902,SIN-0014109,Pago hospital,2022-01-13,40592.33,MXN,1.0,40592.33,HSBC,,959215262939900222,Pendiente,AUTH20,2026-04-30 16:27:46
PAG-0007903,SIN-0007402,Pago hospital,2021-07-29,16425.52,MXN,17.0608,16425.52,BBVA,CHK-332789,117904315219889897,Aplicado,AUTH05,2026-04-30 16:27:46
PAG-0007904,SIN-0013839,Pago beneficiario,2023-01-04,19597.81,MXN,1.0,19597.81,HSBC,CHK-127950,611733160823352145,Aplicado,AUTH14,2026-04-30 16:27:46
PAG-0007905,SIN-0016792,Pago hospital,2023-05-28,16629.61,MXN,1.0,16629.61,Banamex,CHK-947157,241116554512020551,Aplicado,AUTH15,2026-04-30 16:27:46
PAG-0007906,SIN-0013947,Reembolso,2023-08-07,22210.87,MXN,1.0,22210.87,Scotiabank,CHK-655266,657173070654270711,Aplicado,AUTH14,2026-04-30 16:27:46
PAG-0007907,SIN-0013442,Reembolso,2024-09-18,23708.09,MXN,19.9109,23708.09,HSBC,,826436378916688516,Aplicado,AUTH08,2026-04-30 16:27:46
PAG-0007908,SIN-0007023,Reembolso,2020-04-20,14535.86,USD,17.9829,14535.86,HSBC,CHK-357567,243930945281037954,Aplicado,AUTH19,2026-04-30 16:27:46
PAG-0007909,SIN-0003896,Pago directo asegurado,2023-03-01,27665.12,MXN,1.0,27665.12,Santander,CHK-366707,818918124045058094,Aplicado,AUTH06,2026-04-30 16:27:46
PAG-0007910,SIN-0005183,Reembolso,2021-12-10,24494.25,MXN,1.0,24494.25,HSBC,CHK-661871,547872578249558321,Pendiente,AUTH19,2026-04-30 16:27:46
PAG-0007911,SIN-0013286,Pago hospital,2021-07-31,40347.33,MXN,1.0,40347.33,BBVA,,678613324486014477,Aplicado,AUTH08,2026-04-30 16:27:46
PAG-0007912,SIN-0015518,Pago hospital,2023-08-16,7784.77,MXN,1.0,7784.77,HSBC,CHK-755358,148644139179455255,Aplicado,AUTH13,2026-04-30 16:27:46
PAG-0007913,SIN-0002915,Pago hospital,2021-09-01,18117.72,MXN,1.0,18117.72,Banorte,CHK-130182,436000129848387803,Aplicado,AUTH15,2026-04-30 16:27:46
PAG-0007914,SIN-0011490,Pago directo asegurado,2022-11-02,8264.23,MXN,1.0,8264.23,Santander,,424986450844056817,Aplicado,AUTH17,2026-04-30 16:27:46
PAG-0007915,SIN-0016503,Reembolso,2022-06-04,19245.07,MXN,1.0,19245.07,BBVA,,977109007696775932,Devuelto,AUTH17,2026-04-30 16:27:46
PAG-0007916,SIN-0012261,Pago taller,2024-03-25,10678.76,MXN,1.0,10678.76,BBVA,,040334216205435601,Aplicado,AUTH14,2026-04-30 16:27:46
PAG-0007917,SIN-0017734,Pago hospital,2023-07-08,11036.81,MXN,1.0,11036.81,Banorte,,075232239254168659,Aplicado,AUTH11,2026-04-30 16:27:46
PAG-0007918,SIN-0003664,Reembolso,2023-01-27,9242.92,USD,1.0,9242.92,Santander,CHK-605471,126200249302290450,Aplicado,AUTH08,2026-04-30 16:27:46
PAG-0007919,SIN-0005061,Reembolso,2024-10-25,4996.04,USD,1.0,4996.04,Banamex,CHK-904119,492793100952087577,Aplicado,AUTH10,2026-04-30 16:27:46
PAG-0007920,SIN-0013729,Reembolso,2021-10-08,9715.1,MXN,1.0,9715.1,Banorte,CHK-757257,587992510807733458,Aplicado,AUTH13,2026-04-30 16:27:46
PAG-0007921,SIN-0012623,Pago hospital,2023-10-05,13196.31,MXN,1.0,13196.31,BBVA,,604676054869152761,Aplicado,AUTH16,2026-04-30 16:27:46
PAG-0007922,SIN-0004998,Pago hospital,2024-01-01,6952.87,MXN,1.0,6952.87,Banamex,CHK-934929,667689540235419971,Aplicado,AUTH17,2026-04-30 16:27:46
PAG-0007923,SIN-0017895,Pago beneficiario,2023-10-11,16444.15,MXN,1.0,16444.15,Banorte,CHK-787743,834827563247397109,Aplicado,AUTH13,2026-04-30 16:27:46
PAG-0007924,SIN-0017003,Pago taller,2020-09-15,6468.36,MXN,1.0,6468.36,Santander,,651027452221260979,Aplicado,AUTH13,2026-04-30 16:27:46
PAG-0007925,SIN-0011997,Pago taller,2023-03-27,6157.31,MXN,1.0,6157.31,Banamex,,544673217824240834,Aplicado,AUTH06,2026-04-30 16:27:46
PAG-0007926,SIN-0014264,Pago directo asegurado,2020-09-05,28396.41,MXN,1.0,28396.41,Santander,,597037733206504822,Aplicado,AUTH16,2026-04-30 16:27:46
PAG-0007927,SIN-0015160,Reembolso,2021-12-26,13433.92,USD,1.0,13433.92,Banamex,,352224879317853518,Aplicado,AUTH09,2026-04-30 16:27:46
PAG-0007928,SIN-0014976,Reembolso,2020-05-06,15314.27,MXN,19.506,15314.27,Scotiabank,CHK-425521,819428482634596664,Aplicado,AUTH06,2026-04-30 16:27:46
PAG-0007929,SIN-0014900,Pago hospital,2021-05-01,46495.97,MXN,1.0,46495.97,Scotiabank,,751381677483126326,Aplicado,AUTH18,2026-04-30 16:27:46
PAG-0007930,SIN-0004126,Pago taller,2023-01-26,5781.31,MXN,1.0,5781.31,Banorte,CHK-654777,494645940063121548,Aplicado,AUTH20,2026-04-30 16:27:46
PAG-0007931,SIN-0010434,Reembolso,2022-04-24,11792.09,MXN,1.0,11792.09,BBVA,,966754635882952669,Aplicado,AUTH05,2026-04-30 16:27:46
PAG-0007932,SIN-0011876,Pago hospital,2022-04-26,16749.93,MXN,1.0,16749.93,BBVA,,714670680221128707,Aplicado,AUTH06,2026-04-30 16:27:46
PAG-0007933,SIN-0010392,Pago hospital,2023-01-21,2012.51,MXN,1.0,2012.51,Banamex,,500796724057733734,Aplicado,AUTH09,2026-04-30 16:27:46
PAG-0007934,SIN-0011827,Pago taller,2020-04-29,4963.07,MXN,1.0,4963.07,HSBC,CHK-615813,229664010597528569,Aplicado,AUTH02,2026-04-30 16:27:46
PAG-0007935,SIN-0004743,Pago hospital,2024-01-13,7897.11,MXN,1.0,7897.11,HSBC,CHK-896347,018294903033865275,Aplicado,AUTH06,2026-04-30 16:27:46
PAG-0007936,SIN-0001861,Pago taller,2022-11-06,12152.86,MXN,1.0,12152.86,BBVA,,506848022638078413,Aplicado,AUTH04,2026-04-30 16:27:46
PAG-0007937,SIN-0011897,Reembolso,2024-03-08,11399.42,MXN,1.0,11399.42,Banorte,CHK-246260,193231140302365038,Devuelto,AUTH19,2026-04-30 16:27:46
PAG-0007938,SIN-0008319,Reembolso,2020-10-13,6593.3,MXN,1.0,6593.3,HSBC,,737251967842663445,Aplicado,AUTH19,2026-04-30 16:27:46
PAG-0007939,SIN-0011366,Pago hospital,2022-02-23,13487.45,USD,1.0,13487.45,Santander,,288314652879471984,Aplicado,AUTH20,2026-04-30 16:27:46
PAG-0007940,SIN-0004919,Reembolso,2022-09-15,5481.43,MXN,1.0,5481.43,BBVA,CHK-307034,353786148259681386,Aplicado,AUTH03,2026-04-30 16:27:46
PAG-0007941,SIN-0015319,Pago hospital,2023-01-21,10665.3,MXN,1.0,10665.3,Scotiabank,CHK-704570,255339572657316300,Aplicado,AUTH11,2026-04-30 16:27:46
PAG-0007942,SIN-0008695,Pago hospital,2022-01-03,8932.12,MXN,1.0,8932.12,Scotiabank,CHK-526033,965822693570893816,Aplicado,AUTH02,2026-04-30 16:27:46
PAG-0007943,SIN-0010343,Reembolso,2022-11-01,6338.5,MXN,1.0,6338.5,BBVA,,841648641237699118,Aplicado,AUTH01,2026-04-30 16:27:46
PAG-0007944,SIN-0004982,Pago taller,2022-05-02,41323.13,USD,1.0,41323.13,Santander,CHK-478716,665691233109294318,Aplicado,AUTH10,2026-04-30 16:27:46
PAG-0007945,SIN-0006995,Pago directo asegurado,2024-09-07,3953.84,MXN,19.2978,3953.84,HSBC,,935013349199776870,Aplicado,AUTH09,2026-04-30 16:27:46
PAG-0007946,SIN-0010341,Pago hospital,2020-02-01,4852.88,MXN,1.0,4852.88,BBVA,CHK-708043,515377450658608859,Aplicado,AUTH03,2026-04-30 16:27:46
PAG-0007947,SIN-0014672,Pago directo asegurado,2020-11-08,9319.49,MXN,1.0,9319.49,Banorte,,923246137795552020,Aplicado,AUTH07,2026-04-30 16:27:46
PAG-0007948,SIN-0010718,Pago beneficiario,2020-12-26,4027.75,MXN,1.0,4027.75,Banamex,CHK-907580,388079339576407642,Aplicado,AUTH08,2026-04-30 16:27:46
PAG-0007949,SIN-0007488,Pago taller,2023-09-13,86766.63,MXN,1.0,86766.63,Banamex,CHK-104153,034158498202770196,Devuelto,AUTH14,2026-04-30 16:27:46
PAG-0007950,SIN-0008669,Pago hospital,2020-03-05,23488.8,MXN,1.0,23488.8,HSBC,CHK-801833,569989725051226296,Aplicado,AUTH02,2026-04-30 16:27:46
PAG-0007951,SIN-0014380,Pago hospital,2023-07-17,23674.2,MXN,1.0,23674.2,HSBC,,299758891897151729,Aplicado,AUTH20,2026-04-30 16:27:46
PAG-0007952,SIN-0010591,Pago beneficiario,2021-12-21,25451.23,MXN,1.0,25451.23,Banamex,CHK-766838,275348979300126721,Aplicado,AUTH19,2026-04-30 16:27:46
PAG-0007953,SIN-0013098,Pago hospital,2024-03-24,17799.83,MXN,19.3558,17799.83,BBVA,CHK-449139,534593365707326381,Aplicado,AUTH01,2026-04-30 16:27:46
PAG-0007954,SIN-0012914,Pago hospital,2023-09-10,1322.75,MXN,17.1406,1322.75,HSBC,,535929904256284649,Aplicado,AUTH18,2026-04-30 16:27:46
PAG-0007955,SIN-0006768,Pago hospital,2021-05-07,18512.09,MXN,1.0,18512.09,HSBC,CHK-778820,315609805877739632,Aplicado,AUTH11,2026-04-30 16:27:46
PAG-0007956,SIN-0013400,Reembolso,2020-05-06,10253.08,USD,1.0,10253.08,Scotiabank,CHK-292617,379024833697706549,Aplicado,AUTH01,2026-04-30 16:27:46
PAG-0007957,SIN-0003113,Pago directo asegurado,2021-10-16,34118.36,MXN,1.0,34118.36,HSBC,CHK-399310,509797002270527452,Aplicado,AUTH15,2026-04-30 16:27:46
PAG-0007958,SIN-0001192,Pago hospital,2021-02-25,5828.64,MXN,1.0,5828.64,HSBC,CHK-817261,346525312051173017,Aplicado,AUTH19,2026-04-30 16:27:46
PAG-0007959,SIN-0002656,Pago taller,2022-08-06,17285.16,MXN,1.0,17285.16,Santander,,993690570160769773,Aplicado,AUTH10,2026-04-30 16:27:46
PAG-0007960,SIN-0003709,Pago hospital,2020-12-05,14905.23,USD,1.0,14905.23,BBVA,CHK-127350,259912814769605427,Aplicado,AUTH03,2026-04-30 16:27:46
PAG-0007961,SIN-0007907,Pago hospital,2020-06-07,23790.42,MXN,1.0,23790.42,Santander,,300286203912505179,Aplicado,AUTH20,2026-04-30 16:27:46
PAG-0007962,SIN-0012156,Reembolso,2024-09-01,9416.88,MXN,1.0,9416.88,Scotiabank,CHK-694633,898824854610590949,Aplicado,AUTH11,2026-04-30 16:27:46
PAG-0007963,SIN-0009738,Pago hospital,2021-09-17,51575.31,MXN,1.0,51575.31,Scotiabank,CHK-724615,291633518362354009,Aplicado,AUTH10,2026-04-30 16:27:46
PAG-0007964,SIN-0004366,Pago hospital,2021-10-25,9129.62,MXN,1.0,9129.62,HSBC,CHK-371857,625862705347087720,Aplicado,AUTH16,2026-04-30 16:27:46
PAG-0007965,SIN-0002115,Pago directo asegurado,2020-09-02,9191.91,MXN,1.0,9191.91,Scotiabank,CHK-198843,769210105642265195,Aplicado,AUTH17,2026-04-30 16:27:46
PAG-0007966,SIN-0007047,Pago hospital,2021-10-24,17635.68,MXN,1.0,17635.68,HSBC,,116027831667282417,Aplicado,AUTH09,2026-04-30 16:27:46
PAG-0007967,SIN-0004781,Reembolso,2023-12-24,4027.82,MXN,1.0,4027.82,Banamex,,151144244920210290,Aplicado,AUTH16,2026-04-30 16:27:46
PAG-0007968,SIN-0017543,Pago hospital,2020-09-14,21959.75,MXN,1.0,21959.75,Scotiabank,CHK-976393,215436409560147643,Aplicado,AUTH05,2026-04-30 16:27:46
PAG-0007969,SIN-0013791,Pago directo asegurado,2023-03-09,10394.99,MXN,1.0,10394.99,HSBC,CHK-935191,992019698946573745,Aplicado,AUTH16,2026-04-30 16:27:46
PAG-0007970,SIN-0005078,Pago hospital,2024-02-19,19513.39,MXN,1.0,19513.39,Scotiabank,,798748913237044218,Aplicado,AUTH07,2026-04-30 16:27:46
PAG-0007971,SIN-0002185,Reembolso,2023-01-22,8276.58,MXN,1.0,8276.58,Banorte,CHK-532547,992779762115026776,Aplicado,AUTH17,2026-04-30 16:27:46
PAG-0007972,SIN-0016460,Pago beneficiario,2021-09-10,20415.64,USD,1.0,20415.64,Scotiabank,,978011704277415175,Aplicado,AUTH19,2026-04-30 16:27:46
PAG-0007973,SIN-0013976,Pago taller,2023-08-04,11919.28,MXN,1.0,11919.28,Scotiabank,CHK-418195,806836656950348255,Aplicado,AUTH05,2026-04-30 16:27:46
PAG-0007974,SIN-0016327,Pago hospital,2021-01-03,21715.15,MXN,1.0,21715.15,Banorte,CHK-430847,763581274668785616,Aplicado,AUTH20,2026-04-30 16:27:46
PAG-0007975,SIN-0012622,Pago hospital,2020-07-05,4178.0,MXN,1.0,4178.0,HSBC,CHK-175906,335438591402873389,Aplicado,AUTH12,2026-04-30 16:27:46
PAG-0007976,SIN-0005807,Pago hospital,2021-05-17,16791.85,MXN,1.0,16791.85,Scotiabank,,995036752266802857,Aplicado,AUTH12,2026-04-30 16:27:46
PAG-0007977,SIN-0005856,Reembolso,2023-09-05,15355.41,MXN,1.0,15355.41,Santander,,954607806937381960,Aplicado,AUTH20,2026-04-30 16:27:46
PAG-0007978,SIN-0010177,Pago taller,2023-09-01,13070.43,MXN,1.0,13070.43,Scotiabank,CHK-423561,909340476149515390,Pendiente,AUTH18,2026-04-30 16:27:46
PAG-0007979,SIN-0014181,Pago hospital,2024-07-06,15283.87,MXN,1.0,15283.87,Banorte,CHK-628556,311535200298935781,Devuelto,AUTH18,2026-04-30 16:27:46
PAG-0007980,SIN-0016984,Reembolso,2023-04-18,2503.96,MXN,1.0,2503.96,BBVA,CHK-546514,299029582779470120,Aplicado,AUTH06,2026-04-30 16:27:46
PAG-0007981,SIN-0011548,Pago hospital,2024-09-25,9909.6,MXN,19.7993,9909.6,Banorte,CHK-793077,196968609314031470,Aplicado,AUTH18,2026-04-30 16:27:46
PAG-0007982,SIN-0003465,Reembolso,2020-01-12,15616.02,MXN,16.8037,15616.02,Santander,,054040868363819136,Aplicado,AUTH06,2026-04-30 16:27:46
PAG-0007983,SIN-0000763,Reembolso,2021-03-29,23999.09,MXN,1.0,23999.09,Banorte,,859944962758134126,Pendiente,AUTH07,2026-04-30 16:27:46
PAG-0007984,SIN-0008067,Pago taller,2022-05-18,13724.24,USD,1.0,13724.24,BBVA,CHK-666339,013357561702060634,Aplicado,AUTH15,2026-04-30 16:27:46
PAG-0007985,SIN-0005729,Pago hospital,2020-04-09,6823.73,MXN,1.0,6823.73,BBVA,,029159121730388759,Aplicado,AUTH10,2026-04-30 16:27:46
PAG-0007986,SIN-0005176,Pago hospital,2020-05-21,19665.32,MXN,1.0,19665.32,Banamex,,907751183926935044,Aplicado,AUTH13,2026-04-30 16:27:46
PAG-0007987,SIN-0013885,Reembolso,2020-02-11,25897.37,MXN,18.3107,25897.37,Santander,CHK-325858,558396605207847692,Aplicado,AUTH01,2026-04-30 16:27:46
PAG-0007988,SIN-0013765,Pago hospital,2020-01-20,9419.69,MXN,1.0,9419.69,Banorte,CHK-458231,827462549712141428,Aplicado,AUTH18,2026-04-30 16:27:46
PAG-0007989,SIN-0009126,Pago hospital,2022-11-09,12113.98,MXN,1.0,12113.98,Santander,,209695652060935549,Aplicado,AUTH19,2026-04-30 16:27:46
PAG-0007990,SIN-0002963,Pago hospital,2023-01-18,27183.36,MXN,1.0,27183.36,Santander,CHK-424151,506878292446909189,Aplicado,AUTH19,2026-04-30 16:27:46
PAG-0007991,SIN-0007605,Pago hospital,2022-03-20,7784.63,MXN,1.0,7784.63,HSBC,,417043534701135960,Aplicado,AUTH16,2026-04-30 16:27:46
PAG-0007992,SIN-0006134,Pago taller,2024-01-01,10944.57,MXN,1.0,10944.57,Banamex,CHK-655728,127712011558066188,Aplicado,AUTH02,2026-04-30 16:27:46
PAG-0007993,SIN-0008130,Reembolso,2023-07-10,29649.8,MXN,1.0,29649.8,Scotiabank,,153435325254404112,Pendiente,AUTH11,2026-04-30 16:27:46
PAG-0007994,SIN-0004115,Pago beneficiario,2023-11-24,21016.65,MXN,1.0,21016.65,Banamex,,068424004489274077,Aplicado,AUTH09,2026-04-30 16:27:46
PAG-0007995,SIN-0011214,Reembolso,2022-03-10,2893.69,MXN,1.0,2893.69,Banorte,,298944703309001071,Aplicado,AUTH17,2026-04-30 16:27:46
PAG-0007996,SIN-0015856,Pago hospital,2021-09-26,12409.78,MXN,1.0,12409.78,BBVA,CHK-852539,372326606728897007,Aplicado,AUTH14,2026-04-30 16:27:46
PAG-0007997,SIN-0000045,Pago taller,2024-07-21,5199.03,MXN,1.0,5199.03,HSBC,CHK-776545,132989394853914206,Aplicado,AUTH13,2026-04-30 16:27:46
PAG-0007998,SIN-0017922,Pago taller,2022-09-21,9110.19,MXN,1.0,9110.19,HSBC,CHK-290572,195173175726232451,Aplicado,AUTH06,2026-04-30 16:27:46
PAG-0007999,SIN-0012181,Pago directo asegurado,2020-08-15,78681.56,MXN,1.0,78681.56,HSBC,,247957663770912246,Aplicado,AUTH14,2026-04-30 16:27:46
PAG-0008000,SIN-0003164,Pago taller,2020-06-26,13033.8,MXN,1.0,13033.8,Banamex,CHK-730230,140895554073365179,Aplicado,AUTH09,2026-04-30 16:27:46
PAG-0008001,SIN-0010201,Pago taller,2024-11-11,8746.35,MXN,1.0,8746.35,BBVA,CHK-520069,172640544821120777,Aplicado,AUTH19,2026-04-30 16:27:46
PAG-0008002,SIN-0016618,Reembolso,2024-07-27,12285.0,MXN,1.0,12285.0,Banamex,CHK-615668,258658994599828448,Aplicado,AUTH01,2026-04-30 16:27:46
PAG-0008003,SIN-0010115,Pago hospital,2024-03-27,3067.49,MXN,1.0,3067.49,Scotiabank,,659846525787533237,Aplicado,AUTH18,2026-04-30 16:27:46
PAG-0008004,SIN-0003941,Pago taller,2024-11-20,24294.27,MXN,1.0,24294.27,BBVA,CHK-965592,829904421034196889,Aplicado,AUTH13,2026-04-30 16:27:46
PAG-0008005,SIN-0007066,Pago hospital,2021-01-16,16364.11,MXN,1.0,16364.11,Scotiabank,CHK-979254,333055717237940014,Aplicado,AUTH19,2026-04-30 16:27:46
PAG-0008006,SIN-0015500,Pago taller,2020-08-02,8688.81,MXN,1.0,8688.81,Santander,,089056049832442021,Devuelto,AUTH02,2026-04-30 16:27:46
PAG-0008007,SIN-0016471,Reembolso,2020-12-01,20812.79,MXN,1.0,20812.79,Banorte,CHK-465048,896094986817847480,Aplicado,AUTH06,2026-04-30 16:27:46
PAG-0008008,SIN-0016587,Reembolso,2022-03-14,10595.95,MXN,1.0,10595.95,BBVA,,542965489584591747,Aplicado,AUTH10,2026-04-30 16:27:46
PAG-0008009,SIN-0011861,Reembolso,2022-09-12,13354.67,MXN,1.0,13354.67,Banorte,,452712762892827742,Aplicado,AUTH19,2026-04-30 16:27:46
PAG-0008010,SIN-0005152,Pago directo asegurado,2022-03-13,7888.62,MXN,16.727,7888.62,BBVA,,976896631506899428,Aplicado,AUTH18,2026-04-30 16:27:46
PAG-0008011,SIN-0002668,Pago beneficiario,2023-04-30,20805.03,MXN,1.0,20805.03,Banamex,CHK-806550,754171894844305281,Aplicado,AUTH18,2026-04-30 16:27:46
PAG-0008012,SIN-0010348,Reembolso,2021-12-01,16071.8,MXN,19.2586,16071.8,BBVA,CHK-140560,494290243561971946,Devuelto,AUTH08,2026-04-30 16:27:46
PAG-0008013,SIN-0002667,Pago directo asegurado,2020-02-08,4451.88,MXN,1.0,4451.88,Santander,CHK-327243,592535964752197327,Aplicado,AUTH07,2026-04-30 16:27:46
PAG-0008014,SIN-0013739,Pago hospital,2023-05-29,27675.89,MXN,1.0,27675.89,Scotiabank,,067111404252010358,Aplicado,AUTH20,2026-04-30 16:27:46
PAG-0008015,SIN-0016060,Pago taller,2024-11-17,4690.87,MXN,1.0,4690.87,Scotiabank,CHK-880957,504548612298126827,Aplicado,AUTH01,2026-04-30 16:27:46
PAG-0008016,SIN-0016130,Pago beneficiario,2021-01-15,28711.66,MXN,17.2389,28711.66,HSBC,CHK-121267,867625598347978546,Devuelto,AUTH01,2026-04-30 16:27:46
PAG-0008017,SIN-0008320,Pago hospital,2020-08-01,55747.67,MXN,1.0,55747.67,Banorte,,050147494392062334,Aplicado,AUTH09,2026-04-30 16:27:46
PAG-0008018,SIN-0008698,Pago directo asegurado,2023-02-13,13277.56,MXN,1.0,13277.56,Scotiabank,CHK-879514,211940537862556715,Aplicado,AUTH17,2026-04-30 16:27:46
PAG-0008019,SIN-0016564,Pago directo asegurado,2021-12-12,4222.24,MXN,1.0,4222.24,Banorte,CHK-159503,177287187808315196,Aplicado,AUTH05,2026-04-30 16:27:46
PAG-0008020,SIN-0004782,Pago taller,2020-04-07,19739.35,MXN,18.8583,19739.35,Scotiabank,,087151293583099118,Pendiente,AUTH04,2026-04-30 16:27:46
PAG-0008021,SIN-0003114,Pago directo asegurado,2024-02-26,129651.69,USD,1.0,129651.69,Santander,,943030744530275345,Aplicado,AUTH06,2026-04-30 16:27:46
PAG-0008022,SIN-0007981,Pago hospital,2023-12-04,2795.53,MXN,1.0,2795.53,Banorte,,618024712482284012,Aplicado,AUTH10,2026-04-30 16:27:46
PAG-0008023,SIN-0010167,Reembolso,2021-06-10,17872.23,MXN,1.0,17872.23,Scotiabank,,713259233113225467,Aplicado,AUTH13,2026-04-30 16:27:46
PAG-0008024,SIN-0012770,Pago taller,2022-09-02,14994.26,MXN,1.0,14994.26,Santander,,431127209330285787,Aplicado,AUTH09,2026-04-30 16:27:46
PAG-0008025,SIN-0004938,Pago beneficiario,2022-03-03,5595.44,MXN,1.0,5595.44,Banorte,CHK-369642,850728622526678762,Aplicado,AUTH19,2026-04-30 16:27:46
PAG-0008026,SIN-0017755,Pago taller,2021-04-09,11618.72,MXN,1.0,11618.72,BBVA,,861725373724360771,Aplicado,AUTH13,2026-04-30 16:27:46
PAG-0008027,SIN-0001700,Pago directo asegurado,2021-12-22,17366.58,MXN,1.0,17366.58,Santander,,308911748774752659,Pendiente,AUTH04,2026-04-30 16:27:46
PAG-0008028,SIN-0008205,Pago hospital,2024-12-11,21036.67,MXN,1.0,21036.67,HSBC,CHK-508456,587042872771254386,Pendiente,AUTH15,2026-04-30 16:27:46
PAG-0008029,SIN-0002437,Reembolso,2021-07-26,7384.39,USD,1.0,7384.39,Banorte,CHK-935716,160256496423765313,Aplicado,AUTH12,2026-04-30 16:27:46
PAG-0008030,SIN-0006940,Pago directo asegurado,2023-08-05,11373.22,MXN,1.0,11373.22,Banorte,CHK-758201,464838575277979073,Pendiente,AUTH03,2026-04-30 16:27:46
PAG-0008031,SIN-0002594,Pago directo asegurado,2023-12-24,3777.27,MXN,1.0,3777.27,Santander,,035908001881003053,Aplicado,AUTH16,2026-04-30 16:27:46
PAG-0008032,SIN-0014042,Reembolso,2020-09-03,9980.68,MXN,1.0,9980.68,BBVA,,862082335120889469,Pendiente,AUTH19,2026-04-30 16:27:46
PAG-0008033,SIN-0007492,Pago directo asegurado,2022-12-19,2291.22,MXN,1.0,2291.22,Santander,,785564480344094979,Aplicado,AUTH10,2026-04-30 16:27:46
PAG-0008034,SIN-0006766,Reembolso,2023-08-23,7628.49,MXN,1.0,7628.49,Santander,CHK-422337,412143641568153074,Aplicado,AUTH16,2026-04-30 16:27:46
PAG-0008035,SIN-0004017,Pago hospital,2023-06-06,14388.64,MXN,1.0,14388.64,Banamex,CHK-311144,579763616438073307,Aplicado,AUTH09,2026-04-30 16:27:46
PAG-0008036,SIN-0014426,Pago hospital,2020-06-10,13508.3,USD,1.0,13508.3,BBVA,,947726770178452868,Aplicado,AUTH19,2026-04-30 16:27:46
PAG-0008037,SIN-0001997,Pago hospital,2023-08-02,16124.91,MXN,17.4796,16124.91,Banorte,,314598352202943158,Aplicado,AUTH20,2026-04-30 16:27:46
PAG-0008038,SIN-0014181,Pago directo asegurado,2024-01-18,9484.43,MXN,19.5385,9484.43,HSBC,CHK-803852,852268204829231542,Aplicado,AUTH05,2026-04-30 16:27:46
