id_poliza,num_poliza,nombre,apellido_paterno,apellido_materno,rfc,fecha_nacimiento,edad,sexo,estado_civil,ocupacion,ramo,plan,fecha_emision,fecha_inicio_vigencia,fecha_fin_vigencia,num_renovaciones,status_poliza,motivo_baja,canal_venta,marca_vehiculo,modelo_vehiculo,tipo_vehiculo,suma_asegurada,deducible,prima_neta,prima_total,forma_pago,agente_id,estado,municipio,codigo_postal,g_edad,siniest_flag
POL-002949,Aut-24-002949,Andres,Nunez,Silva,NUAS830602EF6,02/06/1983,42,F,Soltero,Comerciante,Autos,Amplia Plus,2024-04-10,2024-04-10,2025-04-10,1,Vigente,,Agente,Chevrolet,2020.0,Pick-up,800000,8000.0,28000.0,34104.0,Trimestral,AG053,Sonora,Guaymas,79742.0,31-45,0
POL-002950,GMM-24-002950,Roberto,Garcia,Perez,GARP880514PT7,14/05/1988,37,F,Casado,,GMM,Basico,2024-06-21,2024-06-21,2025-06-21,1,Vigente,,Digital,,,,800000,20000.0,17600.0,21436.8,Trimestral,AG071,Estado de Mexico,Toluca,27539.0,31-45,0
POL-002951,GMM-22-002951,Diego,Mendoza,Gonzalez,MEDG760521NV0,21/05/1976,49,Femenino,Casado,Ejecutivo,GMM,Plus,2022-02-25,2022-02-25,2023-02-25,1,Vigente,,Banca Seguros,,,,3000000,8000.0,74910.0,89502.47,Semestral,AG005,Baja California,Rosarito,42500.0,46-60,1
POL-002952,Vid-21-002952,Fernando,Hernandez,Sanchez,HEFS730527RR0,27/05/1973,52,Femenino,Soltero,Estudiante,Vida,Permanente,2021-05-15,2021-05-15,2022-05-15,0,Vigente,,Broker,,,,1000000,,24120.0,27979.2,Anual,AG067,Tamaulipas,Victoria,68398.0,46-60,0
POL-002953,Aut-21-002953,Valeria,Ortiz,Morales,ORVM790223GV6,23/02/1979,47,M,Divorciado,Estudiante,Autos,Amplia,2021-08-05,2021-08-05,2022-08-05,2,Vigente,,Banca Seguros,BMW,2019.0,Camioneta,600000,5000.0,21000.0,26308.8,Mensual,AG053,CDMX,Tlalpan,58831.0,46-60,0
POL-002954,GMM-24-002954,Raul,Aguilar,Lopez,AGRL030421VY2,21/04/2003,23,Femenino,Divorciado,Arquitecto,GMM,Basico,2024-01-30,2024-01-30,2025-01-30,2,Vigente,,Agente,,,,3000000,20000.0,66000.0,78856.8,Semestral,AG022,Michoacan,Lazaro Cardenas,60504.0,18-30,1
POL-002955,GMM-21-002955,Francisco,Ramos,Hernandez,RAFH830508GI9,08/05/1983,42,Masculino,Union libre,Director,GMM,Premium,2021-08-06,2021-08-06,2022-08-06,1,Vigente,,Agente,,,,200000,20000.0,4532.0,5257.12,Anual,AG019,Guanajuato,Celaya,40915.0,31-45,0
POL-002956,GMM-19-002956,Laura,Rivera,Garcia,RILG600920PR9,20/09/1960,65,F,Union libre,Empresario,GMM,Plus,2019-07-13,2019-07-13,2020-07-13,0,Vigente,,Agente,,,,500000,15000.0,15125.0,18071.35,Semestral,AG054,Veracruz,Orizaba,77640.0,61+,0
POL-002957,GMM-20-002957,Valeria,Soto,Morales,SOVM740807GZ8,07/08/1974,51,M,Viudo,,GMM,Elite,2020-03-15,2020-03-15,2021-03-15,1,Vigente,,Banca Seguros,,,,3000000,5000.0,76890.0,93652.02,Trimestral,AG044,Guanajuato,Guanajuato,43876.0,46-60,1
POL-002958,Acc-23-002958,Sergio,Gomez,Perez,GOSP690426YK8,26/04/1969,57,F,Viudo,Ejecutivo,Accidentes Personales,Familiar,2023-01-13,2023-01-13,2024-01-13,0,Vigente,,Agente,,,,500000,2000.0,6000.0,7168.8,Semestral,AG033,Queretaro,San Juan del Rio,84173.0,46-60,0
POL-002959,GMM-20-002959,Laura,Reyes,Diaz,RELD760405KO2,05/04/1976,50,F,Soltero,Ejecutivo,GMM,Plus,2020-09-11,2020-09-11,2021-09-11,0,Vigente,,Agente,,,,1000000,5000.0,25300.0,30228.44,Semestral,AG006,Jalisco,Tonala,23010.0,46-60,0
POL-002960,Acc-23-002960,Leticia,Moreno,Sanchez,MOLS691126NO4,26/11/1969,56,Masculino,Viudo,Arquitecto,Accidentes Personales,Individual,2023-07-11,2023-07-11,2024-07-11,3,Vigente,,Digital,,,,500000,1000.0,6000.0,7308.0,Trimestral,AG046,Baja California,Ensenada,41373.0,46-60,0
POL-002961,GMM-23-002961,Luz,Aguilar,Vega,AGLV030707NB9,07/07/2003,22,F,Divorciado,Analista,GMM,Basico,2023-08-22,2023-08-22,2024-08-22,0,Vigente,,Agente,,,,500000,5000.0,11000.0,13780.8,Mensual,AG015,Queretaro,El Marques,39146.0,18-30,0
POL-002962,GMM-24-002962,Victor,Vega,Castillo,VEVC610416FE2,16/04/1961,65,M,Soltero,Ingeniero,GMM,Premium,2024-08-15,2024-08-15,2025-08-15,1,Vigente,,Broker,,,,200000,8000.0,6050.0,7579.44,Mensual,AG054,Tamaulipas,Matamoros,53834.0,61+,0
POL-002963,GMM-21-002963,Raul,Garcia,Lopez,GARL651129MS2,29/11/1965,60,F,Soltero,Administrativo,GMM,Plus,2021-01-04,2021-01-04,2022-01-04,2,Vigente,,Banca Seguros,,,,1000000,8000.0,28600.0,33176.0,Anual,AG004,Baja California,Tecate,39483.0,46-60,1
POL-002964,Aut-22-002964,Norma,Reyes,Ramirez,RENR640211GB7,11/02/1964,62,M,Casado,,Autos,Amplia Plus,2022-08-16,2022-08-16,2023-08-16,0,Vigente,,Agente,Ford,2017.0,Sedan,150000,3000.0,5250.0,6090.0,Anual,AG021,Coahuila,Monclova,60169.0,61+,0
POL-002965,GMM-23-002965,Enrique,Ramirez,Vargas,RAEV660110KD6,10/01/1966,60,F,Viudo,Arquitecto,GMM,Basico,2023-04-16,2023-04-16,2024-04-16,1,Vigente,,Broker,,,,3000000,8000.0,85800.0,104504.4,Trimestral,AG031,Queretaro,San Juan del Rio,38433.0,46-60,1
POL-002966,Vid-24-002966,Francisco,Ruiz,Sanchez,RUFS840612CW4,12/06/1984,41,F,Union libre,Ingeniero,Vida,Permanente,2024-08-27,2024-08-27,2025-08-27,0,Cancelada,Cambio de producto,Banca Seguros,,,,5000000,,100800.0,116928.0,Anual,AG036,Coahuila,Piedras Negras,38465.0,31-45,1
POL-002967,GMM-20-002967,Martha,Sanchez,Hernandez,SAMH870928BR0,28/09/1987,38,Femenino,Soltero,Empresario,GMM,Premium,2020-11-21,2020-11-21,2021-11-21,2,Vigente,,Agente,,,,300000,20000.0,6600.0,8268.48,Mensual,AG069,Queretaro,Corregidora,26245.0,31-45,0
POL-002968,GMM-20-002968,Eduardo,Garcia,Vega,GAEV651126RT5,26/11/1965,60,Masculino,Union libre,Consultor,GMM,Basico,2020-01-12,2020-01-12,2021-01-12,2,Vigente,,Agente,,,,300000,10000.0,8580.0,10749.02,Mensual,AG062,Guanajuato,Leon,,46-60,0
POL-002969,Vid-20-002969,Diana,Dominguez,Gutierrez,DODG890418VJ5,18/04/1989,37,M,Casado,,Vida,Permanente,2020-12-27,2020-12-27,2021-12-27,2,Vigente,,Agente,,,,3000000,,56160.0,70357.25,Mensual,AG008,Coahuila,Piedras Negras,99457.0,31-45,1
POL-002970,Vid-22-002970,Leticia,Molina,Perez,MOLP820417FG7,17/04/1982,44,M,Viudo,Analista,Vida,10 anios,2022-11-14,2022-11-14,2023-11-14,4,Vigente,,Broker,,,,2000000,,42480.0,53218.94,Mensual,AG017,Nuevo Leon,San Pedro,84808.0,31-45,1
POL-002971,GMM-23-002971,Antonio,Romero,Flores,ROAF890318JL3,18/03/1989,37,M,Casado,Empresario,GMM,Basico,2023-09-18,2023-09-18,2024-09-18,2,Vigente,,Broker,,,,3000000,15000.0,66000.0,76560.0,Anual,AG012,Queretaro,Queretaro,19391.0,31-45,1
POL-002972,Acc-22-002972,Pedro,Perez,Vargas,PEPV700818YK3,18/08/1970,55,F,Viudo,Maestro,Accidentes Personales,Familiar,2022-04-22,2022-04-22,2023-04-22,2,Vigente,,Agente,,,,500000,3000.0,6000.0,7516.8,Mensual,AG014,Queretaro,Corregidora,20911.0,46-60,0
POL-002973,GMM-21-002973,Miguel,Gutierrez,Sanchez,GUMS600207ZL3,07/02/1960,66,M,Divorciado,Maestro,GMM,Premium,2021-05-18,2021-05-18,2022-05-18,3,Vigente,,Agente,,,,500000,15000.0,15290.0,17736.4,Anual,AG069,Baja California,Mexicali,10936.0,61+,0
POL-002974,Vid-23-002974,Jorge,Gutierrez,Hernandez,GUJH771213NE8,13/12/1977,48,F,Soltero,Director,Vida,Permanente,2023-09-17,2023-09-17,2024-09-17,0,Vigente,,Agente,,,,2000000,,45360.0,54196.13,Semestral,AG027,Tamaulipas,Victoria,32833.0,46-60,1
POL-002975,GMM-24-002975,Rosa,Ruiz,Sanchez,RURS861205IQ7,05/12/1986,39,F,Casado,Analista,GMM,Plus,2024-02-18,2024-02-18,2025-02-18,1,Vigente,,Agente,,,,500000,8000.0,11000.0,13398.0,Trimestral,AG079,Yucatan,Valladolid,30012.0,31-45,0
POL-002976,Vid-20-002976,Antonio,Moreno,Torres,MOAT041109PB2,09/11/2004,21,F,Union libre,Arquitecto,Vida,Permanente,2020-07-14,2020-07-14,2021-07-14,1,Vigente,,Agente,,,,2000000,,42480.0,41760.0,Anual,AG051,Baja California,Ensenada,18963.0,18-30,1
POL-002977,Vid-19-002977,Lorena,Castillo,Gutierrez,CALG820807TH9,07/08/1982,43,Masculino,Soltero,,Vida,20 anios,2019-03-26,2019-03-26,2020-03-26,3,Vigente,,Agente,,,,2000000,,41760.0,48441.6,Anual,AG034,Estado de Mexico,Metepec,86142.0,31-45,1
POL-002978,GMM-23-002978,Carlos,Hernandez,Morales,HECM870830IW6,30/08/1987,38,Masculino,Divorciado,Empresario,GMM,Elite,2023-06-06,2023-06-06,2024-06-06,4,Vigente,,Broker,,,,3000000,10000.0,66000.0,82684.8,Mensual,AG041,Veracruz,Xalapa,16473.0,31-45,1
POL-002979,GMM-22-002979,Andres,Ruiz,Martinez,RUAM830317VI9,17/03/1983,43,M,Viudo,Abogado,GMM,Basico,2022-07-18,2022-07-18,2023-07-18,2,Vigente,,Digital,,,,200000,20000.0,4598.0,5333.68,Anual,AG071,Michoacan,Lazaro Cardenas,84134.0,31-45,0
POL-002980,Aut-20-002980,Diego,Silva,Reyes,SIDR030304WB6,04/03/2003,23,M,Casado,Estudiante,Autos,Amplia Plus,2020-12-31,2020-12-31,2021-12-31,0,Vigente,,Directo,Honda,2019.0,Compacto,150000,3000.0,5250.0,6090.0,Anual,AG064,Jalisco,Guadalajara,23828.0,18-30,0
POL-002981,Aut-22-002981,Oscar,Silva,Reyes,SIOR820317RI7,17/03/1982,44,Femenino,Union libre,,Autos,Amplia,2022-04-26,2022-04-26,2023-04-26,1,Suspendida,,Digital,Mazda,2024.0,SUV,800000,8000.0,28000.0,32480.0,Anual,AG010,Tamaulipas,Tampico,93039.0,31-45,0
POL-002982,Vid-19-002982,Oscar,Soto,Ramos,SOOR740209SZ5,09/02/1974,52,Masculino,Viudo,Independiente,Vida,10 anios,2019-11-25,2019-11-25,2020-11-25,1,Vigente,,Broker,,,,2000000,,48240.0,57637.15,Semestral,AG014,Nuevo Leon,San Pedro,47682.0,46-60,1
POL-002983,Aut-24-002983,Sergio,Vega,Lopez,VESL781124OO8,24/11/1978,47,F,Soltero,Ejecutivo,Autos,Amplia,2024-12-03,2024-12-03,2025-12-03,2,Vigente,,Digital,BMW,2019.0,Hatchback,300000,3000.0,10500.0,13154.4,Mensual,AG050,Baja California,Rosarito,26705.0,46-60,0
POL-002984,Acc-24-002984,Ana,Moreno,Garcia,MOAG660412LE9,12/04/1966,60,F,Casado,Gerente,Accidentes Personales,Individual,2024-03-08,2024-03-08,2025-03-08,0,Suspendida,,Agente,,,,300000,2000.0,3600.0,4510.08,Mensual,AG001,Veracruz,Coatzacoalcos,92541.0,46-60,0
POL-002985,GMM-20-002985,Fernanda,Gomez,Ramos,GOFR890405GJ5,05/04/1989,37,Femenino,Casado,Independiente,GMM,Premium,2020-02-17,2020-02-17,2021-02-17,0,Vigente,,Broker,,,,800000,15000.0,17600.0,20416.0,Anual,AG071,Baja California,Mexicali,52815.0,31-45,0
POL-002986,GMM-21-002986,Sandra,Vega,Reyes,VESR830213MA4,13/02/1983,43,M,Casado,Arquitecto,GMM,Basico,2021-03-13,2021-03-13,2022-03-13,2,Vigente,,Directo,,,,3000000,8000.0,68970.0,80005.2,Anual,AG020,Estado de Mexico,Metepec,91190.0,31-45,1
POL-002987,GMM-20-002987,Pedro,Mendoza,Garcia,MEPG850731UO8,31/07/1985,40,F,Soltero,Maestro,GMM,Plus,2020-08-11,2020-08-11,2021-08-11,2,Vigente,,Digital,,,,2000000,20000.0,44000.0,51040.0,Anual,AG005,Tamaulipas,Nuevo Laredo,79799.0,31-45,1
POL-002988,GMM-19-002988,Leticia,Sanchez,Castillo,SALC840111DW0,11/01/1984,42,M,Divorciado,Empleado,GMM,Premium,2019-02-20,2019-02-20,2020-02-20,0,Vigente,,Broker,,,,500000,10000.0,11330.0,13537.08,Semestral,AG024,Nuevo Leon,Monterrey,76565.0,31-45,0
POL-002989,Vid-22-002989,Alejandro,Lopez,Castillo,LOAC770828BH5,28/08/1977,48,Femenino,Union libre,Maestro,Vida,Permanente,2022-08-22,2022-08-22,2023-08-22,0,Vigente,,Banca Seguros,,,,3000000,,68040.0,78926.4,Anual,AG069,Veracruz,Coatzacoalcos,78196.0,46-60,1
POL-002990,GMM-20-002990,Valeria,Hernandez,Reyes,HEVR730708EU1,08/07/1973,52,M,Soltero,Ejecutivo,GMM,Premium,2020-11-10,2020-11-10,2021-11-10,3,Vigente,,Banca Seguros,,,,300000,10000.0,7788.0,9034.08,Anual,AG026,Jalisco,Puerto Vallarta,35830.0,46-60,0
POL-002991,Vid-20-002991,Fernando,Flores,Silva,FLFS700910WG3,10/09/1970,55,F,Divorciado,Abogado,Vida,20 anios,2020-10-27,2020-10-27,2021-10-27,2,Vigente,,Digital,,,,500000,,12600.0,15054.48,Semestral,AG017,Yucatan,Tizimin,78328.0,46-60,0
POL-002992,Vid-20-002992,Jorge,Mendoza,Silva,MEJS621125LQ2,25/11/1962,63,F,Divorciado,Medico,Vida,Permanente,2020-06-12,2020-06-12,2021-06-12,0,Vigente,,Agente,,,,3000000,,84240.0,100649.95,Semestral,AG015,Guanajuato,Salamanca,58849.0,61+,1
POL-002993,GMM-19-002993,Rocio,Torres,Flores,TORF901214KO3,14/12/1990,35,Masculino,Union libre,,GMM,Basico,2019-02-02,2019-02-02,2020-02-02,3,Vigente,,Broker,,,,200000,20000.0,4400.0,5512.32,Mensual,AG062,Baja California,Tijuana,74719.0,31-45,0
POL-002994,Vid-23-002994,Alejandro,Martinez,Rivera,MAAR681122LR7,22/11/1968,57,M,Soltero,Maestro,Vida,20 anios,2023-09-01,2023-09-01,2024-09-01,2,Vigente,,Broker,,,,500000,,12960.0,15484.61,Semestral,AG050,Baja California,Ensenada,,46-60,0
POL-002995,Acc-20-002995,Diego,Morales,Gonzalez,MODG620710NM8,10/07/1962,63,Masculino,Union libre,Contador,Accidentes Personales,Individual,2020-07-16,2020-07-16,2021-07-16,0,Vigente,,Agente,,,,200000,3000.0,2400.0,2784.0,Anual,AG029,Chihuahua,Cuauhtemoc,16853.0,61+,0
POL-002996,GMM-19-002996,Valeria,Romero,Torres,ROVT761011OS4,11/10/1976,49,F,Union libre,Maestro,GMM,Plus,2019-06-11,2019-06-11,2020-06-11,1,Vigente,,Digital,,,,300000,5000.0,7491.0,9384.72,Mensual,AG003,Estado de Mexico,Ecatepec,30918.0,46-60,0
POL-002997,GMM-20-002997,Jorge,Aguilar,Hernandez,AGJH650329OU7,29/03/1965,61,F,Viudo,Administrativo,GMM,Premium,2020-10-28,2020-10-28,2021-10-28,0,Vigente,,Agente,,,,1000000,8000.0,28930.0,33558.8,Anual,AG060,Estado de Mexico,Metepec,,61+,1
POL-002998,Vid-21-002998,Jorge,Moreno,Vargas,MOJV880619BT7,19/06/1988,37,Femenino,Viudo,Maestro,Vida,Permanente,2021-07-29,2021-07-29,2022-07-29,0,Vigente,,Broker,,,,3000000,,56160.0,67099.97,Semestral,AG053,Baja California,Rosarito,51192.0,31-45,1
POL-002999,GMM-23-002999,Valeria,Martinez,Martinez,MAVM760628WC3,28/06/1976,49,Masculino,Casado,Empleado,GMM,Plus,2023-10-22,2023-10-22,2024-10-22,0,Vigente,,Agente,,,,300000,10000.0,7491.0,9124.04,Trimestral,AG029,Tamaulipas,Victoria,20480.0,46-60,0
POL-003000,GMM-22-003000,Lorena,Jimenez,Gutierrez,JILG640810QT3,10/08/1964,61,M,Union libre,Consultor,GMM,Premium,2022-10-19,2022-10-19,2023-10-19,0,Vigente,,Agente,,,,800000,15000.0,23144.0,28994.8,Mensual,AG004,Coahuila,Saltillo,95283.0,61+,0
POL-003001,Aut-22-003001,Diego,Martinez,Vargas,MADV950523AJ2,23/05/1995,30,F,Divorciado,Independiente,Autos,RC+LT,2022-12-11,2022-12-11,2023-12-11,1,Vigente,,Agente,BMW,2018.0,Compacto,600000,3000.0,21000.0,25578.0,Trimestral,AG005,Tamaulipas,Victoria,19487.0,18-30,0
POL-003002,Aut-20-003002,Victor,Dominguez,Diaz,DOVD971120GG3,20/11/1997,28,Femenino,Union libre,Analista,Autos,RC+LT,2020-12-30,2020-12-30,2021-12-30,1,Vencida,,Broker,Kia,2024.0,Lujo,800000,3000.0,28000.0,35078.4,Mensual,AG038,Yucatan,Valladolid,42747.0,18-30,0
POL-003003,Aut-23-003003,Silvia,Moreno,Sanchez,MOSS631103EV7,03/11/1963,62,F,Union libre,Medico,Autos,Amplia,2023-09-15,2023-09-15,2024-09-15,1,Vigente,,Agente,Nissan,2022.0,Camioneta,800000,3000.0,28000.0,32480.0,Anual,AG042,Tamaulipas,Tampico,53171.0,61+,0
POL-003004,Vid-22-003004,Norma,Jimenez,Vega,JINV901201RE1,01/12/1990,35,Masculino,Divorciado,,Vida,20 anios,2022-07-17,2022-07-17,2023-07-17,1,Vigente,,Digital,,,,1000000,,18000.0,22550.4,Mensual,AG019,Chihuahua,Ciudad Juarez,29510.0,31-45,0
POL-003005,Vid-23-003005,Sandra,Salazar,Hernandez,SASH681017GA3,17/10/1968,57,M,Casado,Comerciante,Vida,20 anios,2023-08-01,2023-08-01,2024-08-01,2,Vigente,,Banca Seguros,,,,3000000,,77760.0,97417.73,Mensual,AG067,Tamaulipas,Victoria,83112.0,46-60,1
POL-003006,Aut-21-003006,Ana,Romero,Sanchez,ROAS031030LE5,30/10/2003,22,Femenino,Union libre,Jubilado,Autos,Amplia,2021-01-09,2021-01-09,2022-01-09,0,Vigente,,Agente,Toyota,2016.0,SUV,400000,3000.0,14000.0,16727.2,Semestral,AG004,Veracruz,Poza Rica,60385.0,18-30,0
POL-003007,GMM-21-003007,Manuel,Ramos,Lopez,RAML980805XO2,05/08/1998,27,Masculino,Viudo,Abogado,GMM,Plus,2021-09-11,2021-09-11,2022-09-11,2,Vigente,,Agente,,,,300000,15000.0,6600.0,7656.0,Anual,AG016,Sonora,Hermosillo,30572.0,18-30,0
POL-003008,Aut-23-003008,Manuel,Medina,Castillo,MEMC790417VB7,17/04/1979,47,Masculino,Union libre,Maestro,Autos,Amplia Plus,2023-09-07,2023-09-07,2024-09-07,2,Vigente,,Agente,Kia,2017.0,Sedan,400000,5000.0,14000.0,17539.2,Mensual,AG047,Chihuahua,Parral,35996.0,46-60,0
POL-003009,Aut-20-003009,Leticia,Rodriguez,Ramirez,ROLR980225FC0,25/02/1998,28,M,Divorciado,,Autos,Amplia,2020-03-29,2020-03-29,2021-03-29,0,Vigente,,Agente,Kia,2016.0,SUV,400000,3000.0,14000.0,17539.2,Mensual,AG036,Nuevo Leon,San Pedro,79318.0,18-30,0
POL-003010,Aut-19-003010,Fernando,Perez,Torres,PEFT800502FS2,02/05/1980,45,F,Union libre,Administrativo,Autos,Amplia Plus,2019-02-14,2019-02-14,2020-02-14,1,Vigente,,Broker,Nissan,2021.0,SUV,150000,3000.0,5250.0,6272.7,Semestral,AG004,Veracruz,Coatzacoalcos,64090.0,31-45,0
POL-003011,GMM-22-003011,Enrique,Salazar,Ramirez,SAER840729AQ1,29/07/1984,41,Masculino,Divorciado,Consultor,GMM,Premium,2022-03-11,2022-03-11,2023-03-11,0,Vigente,,Agente,,,,1000000,15000.0,22330.0,27975.02,Mensual,AG024,Sonora,Nogales,38704.0,31-45,0
POL-003012,Vid-19-003012,Alicia,Medina,Morales,MEAM640830WR2,30/08/1964,61,M,Viudo,Gerente,Vida,20 anios,2019-04-09,2019-04-09,2020-04-09,2,Vigente,,Agente,,,,1000000,,27360.0,34276.61,Mensual,AG011,Michoacan,Morelia,92112.0,61+,0
POL-003013,Aut-23-003013,Martha,Navarro,Flores,NAMF881030EK9,30/10/1988,37,Masculino,Soltero,Ama de casa,Autos,Amplia Plus,2023-07-24,2023-07-24,2024-07-24,4,Vigente,,Agente,Kia,2024.0,Sedan,150000,3000.0,5250.0,6272.7,Semestral,AG038,Puebla,Tehuacan,33780.0,31-45,0
POL-003014,Aut-21-003014,Eduardo,Molina,Reyes,MOER770208IB0,08/02/1977,49,M,Union libre,Gerente,Autos,Amplia,2021-06-30,2021-06-30,2022-06-30,0,Vigente,,Agente,Honda,2015.0,Hatchback,200000,5000.0,7000.0,8120.0,Anual,AG010,Nuevo Leon,San Pedro,10284.0,46-60,0
POL-003015,Acc-23-003015,Leticia,Medina,Cruz,MELC751230UX5,30/12/1975,50,F,Casado,Contador,Accidentes Personales,Individual,2023-08-04,2023-08-04,2024-08-04,1,Vigente,,Agente,,,,500000,1000.0,6000.0,7168.8,Semestral,AG006,CDMX,Benito Juarez,63967.0,46-60,0
POL-003016,Aut-23-003016,Carmen,Ramirez,Gutierrez,RACG960116RD1,16/01/1996,30,M,Casado,Ingeniero,Autos,RC+LT,2023-11-22,2023-11-22,2024-11-22,0,Vigente,,Directo,Ford,2020.0,Pick-up,300000,8000.0,10500.0,12545.4,Semestral,AG039,Baja California,Tijuana,34284.0,18-30,0
POL-003017,GMM-24-003017,Eduardo,Medina,Vargas,MEEV020904WM8,04/09/2002,23,M,Soltero,Arquitecto,GMM,Plus,2024-05-06,2024-05-06,2025-05-06,0,Vigente,,Agente,,,,300000,5000.0,6600.0,8268.48,Mensual,AG023,Baja California,Rosarito,87457.0,18-30,0
POL-003018,Aut-20-003018,Raul,Silva,Gonzalez,SIRG671108SE9,08/11/1967,58,F,Casado,Independiente,Autos,Amplia,2020-07-07,2020-07-07,2021-07-07,2,Vigente,,Agente,Volkswagen,2015.0,Hatchback,800000,5000.0,28000.0,32480.0,Anual,AG028,Yucatan,Tizimin,68257.0,46-60,0
POL-003019,Acc-22-003019,Ana,Ruiz,Gonzalez,RUAG670820HF7,20/08/1967,58,Masculino,Divorciado,Ingeniero,Accidentes Personales,Familiar,2022-04-12,2022-04-12,2023-04-12,0,Vigente,,Broker,,,,500000,1000.0,6000.0,7168.8,Semestral,AG002,CDMX,Tlalpan,93272.0,46-60,0
POL-003020,Aut-24-003020,Fernanda,Mendoza,Ramirez,MEFR750724VS4,24/07/1975,50,Femenino,Soltero,Administrativo,Autos,Amplia,2024-06-16,2024-06-16,2025-06-16,0,Vigente,,Banca Seguros,Kia,2020.0,Lujo,400000,3000.0,14000.0,17539.2,Mensual,AG018,Baja California,Ensenada,98833.0,46-60,0
POL-003021,GMM-20-003021,Patricia,Martinez,Perez,MAPP670905KI1,05/09/1967,58,Femenino,Casado,Empresario,GMM,Elite,2020-12-21,2020-12-21,2021-12-21,1,Vigente,,Banca Seguros,,,,500000,15000.0,13970.0,16205.2,Anual,AG020,Sonora,Hermosillo,11140.0,46-60,0
POL-003022,Vid-24-003022,Pedro,Vargas,Ramos,VAPR620418EK5,18/04/1962,64,M,Union libre,Ejecutivo,Vida,Permanente,2024-10-12,2024-10-12,2025-10-12,0,Vigente,,Banca Seguros,,,,2000000,,56880.0,65980.8,Anual,AG048,Queretaro,Corregidora,32859.0,61+,1
POL-003023,Aut-20-003023,Maria,Reyes,Perez,REMP870120DV3,20/01/1987,39,M,Soltero,Jubilado,Autos,Amplia,2020-05-18,2020-05-18,2021-05-18,2,Vigente,,Agente,Mazda,2025.0,SUV,150000,8000.0,5250.0,6090.0,Anual,AG003,Tamaulipas,Nuevo Laredo,26227.0,31-45,0
POL-003024,GMM-24-003024,Gloria,Mendoza,Romero,MEGR990720WQ4,20/07/1999,26,F,Casado,Comerciante,GMM,Elite,2024-02-24,2024-02-24,2025-02-24,1,Vigente,,Broker,,,,500000,10000.0,11000.0,12760.0,Anual,AG068,Veracruz,Poza Rica,78049.0,18-30,0
POL-003025,GMM-21-003025,Alejandro,Aguilar,Gutierrez,AGAG041128XR5,28/11/2004,21,F,Soltero,Ama de casa,GMM,Plus,2021-08-04,2021-08-04,2022-08-04,1,Vigente,,Agente,,,,300000,20000.0,6600.0,8038.8,Trimestral,AG042,Veracruz,Orizaba,83311.0,18-30,0
POL-003026,Aut-23-003026,Arturo,Morales,Martinez,MOAM761115UU1,15/11/1976,49,F,Union libre,Maestro,Autos,RC+LT,2023-02-05,2023-02-05,2024-02-05,2,Vigente,,Agente,Toyota,2016.0,Lujo,300000,3000.0,10500.0,12180.0,Anual,AG031,Yucatan,Progreso,30135.0,46-60,0
POL-003027,Vid-24-003027,Fernanda,Diaz,Garcia,DIFG770817XN7,17/08/1977,48,M,Casado,Empresario,Vida,20 anios,2024-09-13,2024-09-13,2025-09-13,1,Vigente,,Broker,,,,2000000,,45360.0,52617.6,Anual,AG033,CDMX,Benito Juarez,36055.0,46-60,1
POL-003028,Aut-23-003028,Fernando,Cruz,Gonzalez,CRFG750626YO7,26/06/1975,50,F,Divorciado,Ingeniero,Autos,Amplia,2023-06-04,2023-06-04,2024-06-04,1,Vigente,,Promotor,Chevrolet,2023.0,Hatchback,200000,3000.0,7000.0,8769.6,Mensual,AG005,Queretaro,El Marques,38469.0,46-60,0
POL-003029,GMM-22-003029,Jose,Garcia,Hernandez,GAJH030311ID8,11/03/2003,23,M,Casado,Arquitecto,GMM,Elite,2022-09-08,2022-09-08,2023-09-08,0,Vigente,,Agente,,,,800000,5000.0,17600.0,20416.0,Anual,AG075,Jalisco,Guadalajara,48772.0,18-30,0
POL-003030,Aut-20-003030,Victor,Jimenez,Cruz,JIVC651123CC4,23/11/1965,60,M,Viudo,Consultor,Autos,RC+LT,2020-05-02,2020-05-02,2021-05-02,1,Vigente,,Agente,Mazda,2024.0,Camioneta,300000,3000.0,10500.0,12789.0,Trimestral,AG020,Puebla,Cholula,89465.0,46-60,0
POL-003031,Aut-21-003031,Leticia,Chavez,Sanchez,CHLS010719TT2,19/07/2001,24,Masculino,Union libre,Gerente,Autos,RC+LT,2021-05-23,2021-05-23,2022-05-23,1,Cancelada,Siniestro total,Agente,Volkswagen,2021.0,Deportivo,400000,8000.0,14000.0,16240.0,Anual,AG059,Nuevo Leon,Monterrey,74433.0,18-30,0
POL-003032,GMM-24-003032,Jorge,Silva,Vega,SIJV610313OU4,13/03/1961,65,M,Soltero,Empresario,GMM,Premium,2024-06-14,2024-06-14,2025-06-14,0,Vigente,,Banca Seguros,,,,3000000,8000.0,90750.0,105270.0,Anual,AG052,Sonora,Guaymas,22199.0,61+,1
POL-003033,Aut-20-003033,Patricia,Vargas,Diaz,VAPD940203DZ9,03/02/1994,32,F,Divorciado,Empleado,Autos,RC+LT,2020-12-28,2020-12-28,2021-12-28,0,Vigente,,Banca Seguros,Mazda,2019.0,SUV,800000,8000.0,28000.0,33454.4,Semestral,AG049,Yucatan,Hunucma,16306.0,31-45,0
