id_beneficiario,id_poliza,orden,nombre,apellido_paterno,apellido_materno,parentesco,fecha_nacimiento,porcentaje,rfc,telefono,email,activo,fecha_registro,id_sistema_ben
BEN-0007561,POL-023976,1,Andres,Ruiz,Gutierrez,Conyuge,2009-10-01,25,XOTA680575,5516540187,roberto.nunez@hotmail.com,True,2019-08-27,BEN-SYS-3335716
BEN-0007562,POL-043688,3,Gabriela,Salazar,Mendoza,Hijo,1962-07-03,50,QGLZ960635,5575557343,eduardo.ortiz@gmail.com,True,2021-06-21,BEN-SYS-3777962
BEN-0007563,POL-031502,2,Pablo,Chavez,Perez,Conyuge,2000-09-28,100,EAHV711992,5510903051,arturo.nunez@gmail.com,False,2023-05-10,BEN-SYS-9797950
BEN-0007564,POL-002157,1,Oscar,Silva,Flores,Hijo,1982-04-25,25,HIUG749940,5521823384,,True,2024-01-07,BEN-SYS-8511824
BEN-0007565,POL-047610,2,Carlos,Silva,Vega,Conyuge,2005-08-18,50,KXEA781347,5553633277,,True,2024-04-08,BEN-SYS-6342040
BEN-0007566,POL-011879,1,Fernanda,Garcia,Garcia,Hija,1994-10-30,50,QKGG831857,,miguel.morales@hotmail.com,False,2021-04-21,BEN-SYS-6112974
BEN-0007567,POL-020603,1,Alicia,Vargas,Castillo,Hijo,2009-12-09,50,WNOI854667,5533011560,fernando.nunez@gmail.com,False,2023-12-04,BEN-SYS-2074021
BEN-0007568,POL-043991,3,Monica,Aguilar,Reyes,Hijo,2006-03-25,100,OVCJ725196,5537340659,rosa.silva@gmail.com,True,2020-04-19,BEN-SYS-2462896
BEN-0007569,POL-005361,2,Gabriela,Cruz,Ramirez,Hijo,1951-10-24,50,HUTM983477,5549872850,sofia.medina@gmail.com,False,2023-07-13,BEN-SYS-2638468
BEN-0007570,POL-001248,1,Sergio,Chavez,Vega,Conyuge,1960-11-26,100,PEDE633908,5521121178,,True,2022-04-07,BEN-SYS-5796191
BEN-0007571,POL-041432,2,Arturo,Perez,Cruz,Hijo,1973-07-16,100,FJEN948128,5536320239,,False,2022-11-22,BEN-SYS-5697956
BEN-0007572,POL-045358,2,Silvia,Molina,Hernandez,Hijo,2007-01-13,33,LAUP634431,5543569335,,True,2024-11-18,BEN-SYS-3685942
BEN-0007573,POL-004377,2,Andres,Cruz,Rivera,Madre,1961-07-25,100,EDYX893900,5595461021,,True,2021-05-10,BEN-SYS-5627163
BEN-0007574,POL-047404,2,Gabriela,Rodriguez,Silva,Padre,1999-11-20,25,GZXO969332,5597574157,mario.diaz@gmail.com,True,2023-09-16,BEN-SYS-8348553
BEN-0007575,POL-032401,2,Diego,Torres,Gonzalez,Hijo,1979-07-22,50,SIMV938255,5540838680,norma.martinez@hotmail.com,True,2021-05-29,BEN-SYS-1484258
BEN-0007576,POL-038801,1,Ana,Ramirez,Vega,Hija,2001-03-19,50,BFZH729244,,,True,2019-08-06,BEN-SYS-3303844
BEN-0007577,POL-044551,1,Carmen,Vargas,Rivera,Hija,1953-06-27,100,TZPF628952,5510643929,oscar.medina@hotmail.com,False,2021-09-26,BEN-SYS-5525549
BEN-0007578,POL-016702,1,Rosa,Nunez,Perez,Hijo,1994-08-02,25,VRFR778471,5527126434,,True,2019-10-18,BEN-SYS-7949493
BEN-0007579,POL-046621,1,Laura,Reyes,Ramos,Hijo,1958-05-23,50,IPKU953563,5536593049,monica.martinez@gmail.com,True,2023-08-03,BEN-SYS-3122408
BEN-0007580,POL-045297,2,Luz,Salazar,Vargas,Conyuge,2007-06-07,25,JBML920269,,,True,2022-05-28,BEN-SYS-3269940
BEN-0007581,POL-044737,3,Francisco,Ruiz,Diaz,Madre,1953-03-26,50,QPWI716110,5513176292,eduardo.ramirez@gmail.com,False,2022-05-22,BEN-SYS-5563613
BEN-0007582,POL-032350,1,Pablo,Vargas,Mendoza,Hija,1973-09-15,50,YGJF780547,,beatriz.martinez@hotmail.com,False,2022-12-25,BEN-SYS-8868303
BEN-0007583,POL-039615,1,Ricardo,Aguilar,Gonzalez,Hijo,1990-12-05,33,XBGA647287,5552544898,,True,2024-09-21,BEN-SYS-4202132
BEN-0007584,POL-040833,1,Lorena,Perez,Diaz,Hija,1958-01-31,50,GQWI723498,,,False,2022-10-28,BEN-SYS-2914612
BEN-0007585,POL-005093,1,Pablo,Flores,Perez,Conyuge,1973-12-09,50,GYQZ925102,,,True,2024-11-20,BEN-SYS-1380275
BEN-0007586,POL-042555,1,Jose,Ruiz,Morales,Conyuge,1958-08-29,25,DNDY922461,5541815584,raul.castillo@hotmail.com,True,2023-07-18,BEN-SYS-8980836
BEN-0007587,POL-005810,1,Francisco,Vargas,Perez,Hermana,1989-12-31,33,PMDD789667,5586630744,elena.martinez@gmail.com,True,2020-11-03,BEN-SYS-2003545
BEN-0007588,POL-000353,2,Rosa,Castillo,Vega,Hija,2008-12-15,100,YXMF660754,5535427675,manuel.romero@gmail.com,True,2022-10-19,BEN-SYS-9439564
BEN-0007589,POL-013939,1,Victor,Castillo,Romero,Conyuge,1966-04-27,100,PLWE805539,5580773224,leticia.dominguez@gmail.com,False,2021-08-26,BEN-SYS-8326834
BEN-0007590,POL-042919,2,Silvia,Molina,Martinez,Conyuge,2007-07-24,50,TUSA886186,5566369345,luz.martinez@hotmail.com,True,2020-11-22,BEN-SYS-2980275
BEN-0007591,POL-013284,2,Carlos,Torres,Reyes,Hijo,1950-08-13,50,OGWB882723,5569875758,,False,2024-09-23,BEN-SYS-5192170
BEN-0007592,POL-010723,1,Hector,Medina,Sanchez,Hija,2002-01-02,100,JDCL904592,5571249540,luz.gutierrez@hotmail.com,False,2022-02-25,BEN-SYS-4579107
BEN-0007593,POL-009218,2,Pablo,Molina,Morales,Conyuge,1991-07-25,33,STDY662758,5578996497,,True,2019-11-17,BEN-SYS-7838430
BEN-0007594,POL-029389,1,Adriana,Garcia,Morales,Conyuge,1993-12-22,50,PEGJ735439,,,True,2022-08-30,BEN-SYS-6682041
BEN-0007595,POL-028150,1,Adriana,Mendoza,Martinez,Conyuge,1992-11-14,100,SIIS867842,5530802826,,True,2023-04-15,BEN-SYS-5193376
BEN-0007596,POL-017335,3,Enrique,Vargas,Vega,Hijo,1981-08-18,33,NWRP671145,5569319088,,True,2020-12-02,BEN-SYS-3637120
BEN-0007597,POL-030862,1,Eduardo,Diaz,Sanchez,Hija,1962-12-27,100,NNMU844786,5547116844,,False,2019-11-21,BEN-SYS-7681143
BEN-0007598,POL-038133,2,Sergio,Morales,Vega,Conyuge,1963-12-17,33,QLDE653210,5589286537,manuel.gomez@gmail.com,False,2024-10-26,BEN-SYS-1871548
BEN-0007599,POL-044586,1,Rocio,Vega,Gonzalez,Conyuge,1966-07-10,25,SNRI816660,,maria.soto@gmail.com,True,2022-04-07,BEN-SYS-2291473
BEN-0007600,POL-012077,1,Claudia,Cruz,Mendoza,Hijo,1971-12-29,50,BYFS860052,5532205494,,True,2021-06-14,BEN-SYS-1916626
BEN-0007601,POL-023472,1,Andres,Rios,Castillo,Hijo,1992-03-28,50,BSMS696060,5593988863,,True,2021-10-16,BEN-SYS-7737260
BEN-0007602,POL-049307,1,Norma,Gomez,Ramos,Madre,1958-09-21,25,GHQH687175,,miguel.lopez@hotmail.com,True,2020-09-14,BEN-SYS-9393228
BEN-0007603,POL-014381,2,Esperanza,Salazar,Vega,Hijo,1980-07-25,50,ZLCP848150,,martha.navarro@hotmail.com,True,2019-04-09,BEN-SYS-6580939
BEN-0007604,POL-044247,2,Adriana,Diaz,Mendoza,Hermano,1958-09-26,33,SQOU929968,5585768213,,True,2021-07-24,BEN-SYS-5340935
BEN-0007605,POL-037168,2,Roberto,Medina,Torres,Conyuge,1965-06-01,33,SGAK907175,5597709116,,True,2024-03-13,BEN-SYS-7724960
BEN-0007606,POL-020063,2,Rocio,Gomez,Sanchez,Conyuge,1954-02-22,100,DYZZ947409,5584401559,,True,2022-10-25,BEN-SYS-1507878
BEN-0007607,POL-034255,1,Rosa,Salazar,Garcia,Conyuge,1971-04-27,25,IEFD837778,5567626092,ricardo.navarro@hotmail.com,False,2021-01-14,BEN-SYS-2121810
BEN-0007608,POL-030385,2,Luz,Chavez,Castillo,Conyuge,1950-07-13,25,KGIM700182,,carlos.martinez@hotmail.com,True,2022-12-21,BEN-SYS-6608048
BEN-0007609,POL-038618,1,Eduardo,Reyes,Mendoza,Hijo,1962-01-30,25,RMQK725315,5560610735,,True,2022-10-10,BEN-SYS-4687279
BEN-0007610,POL-020032,1,Gloria,Jimenez,Flores,Hija,1965-02-03,50,RCLO744727,5532893809,maria.salazar@gmail.com,True,2019-04-14,BEN-SYS-4813863
BEN-0007611,POL-041670,2,Ricardo,Nunez,Diaz,Hija,1987-06-10,25,TOGG816884,5517481755,fernando.romero@hotmail.com,True,2022-08-25,BEN-SYS-5230598
BEN-0007612,POL-010758,2,Maria,Perez,Sanchez,Conyuge,1984-12-07,50,LTUX676406,5517724226,,True,2021-07-01,BEN-SYS-3225697
BEN-0007613,POL-006024,1,Hector,Navarro,Vargas,Conyuge,1985-12-10,25,UDUC686720,5583047180,,True,2022-01-18,BEN-SYS-2839233
BEN-0007614,POL-007108,3,Manuel,Gutierrez,Morales,Hijo,1993-06-30,50,OLCX937358,5593594571,gloria.ruiz@hotmail.com,True,2019-09-12,BEN-SYS-9547557
BEN-0007615,POL-001154,1,Roberto,Moreno,Mendoza,Hijo,1988-02-29,25,EQUC899606,5570364808,fernanda.moreno@hotmail.com,False,2020-04-18,BEN-SYS-6190184
BEN-0007616,POL-000089,2,Elena,Jimenez,Romero,Hija,1975-04-30,25,AJZZ841510,5587935580,sergio.castillo@hotmail.com,True,2023-07-17,BEN-SYS-1223425
BEN-0007617,POL-004147,1,Enrique,Morales,Castillo,Conyuge,1950-10-21,25,ZWIN634611,5542050538,,True,2023-09-08,BEN-SYS-3179556
BEN-0007618,POL-007128,2,Leticia,Rivera,Vega,Hija,2003-06-02,25,NLBB851769,,alicia.dominguez@gmail.com,True,2023-08-05,BEN-SYS-1961526
BEN-0007619,POL-016679,1,Valeria,Vargas,Martinez,Hijo,2007-11-27,50,JZAI816836,5547426657,,False,2023-04-18,BEN-SYS-6346057
BEN-0007620,POL-049658,1,Oscar,Perez,Rivera,Hijo,1981-03-03,33,KHPJ955897,5517069940,manuel.gomez@gmail.com,False,2024-07-02,BEN-SYS-1544957
BEN-0007621,POL-008363,1,Rosa,Ramirez,Mendoza,Hija,1999-03-22,33,DGXY719086,5597409309,lorena.aguilar@gmail.com,True,2021-11-08,BEN-SYS-2913988
BEN-0007622,POL-003012,1,Rosa,Perez,Ramos,Padre,1951-12-07,25,XUZP796822,,ricardo.perez@gmail.com,True,2024-10-13,BEN-SYS-1484463
BEN-0007623,POL-033940,1,Leticia,Lopez,Morales,Conyuge,1968-03-10,25,AYWM975143,5542590877,,True,2023-11-17,BEN-SYS-2836061
BEN-0007624,POL-030381,1,Martha,Sanchez,Lopez,Conyuge,1992-04-17,100,GHST779680,5524162043,,True,2019-02-28,BEN-SYS-9386513
BEN-0007625,POL-017810,3,Claudia,Martinez,Mendoza,Hermana,1959-01-17,100,SGFQ890220,5536678027,patricia.aguilar@gmail.com,False,2023-03-13,BEN-SYS-6391920
BEN-0007626,POL-001122,1,Maria,Garcia,Vargas,Padre,1961-05-13,25,XSKE602264,,,True,2022-07-06,BEN-SYS-2760758
BEN-0007627,POL-002761,1,Patricia,Martinez,Castillo,Hijo,1962-07-16,33,SNPW708500,5551788595,patricia.sanchez@hotmail.com,True,2024-03-09,BEN-SYS-2610898
BEN-0007628,POL-011846,1,Laura,Morales,Cruz,Padre,1969-10-05,100,RZMB987779,,,True,2019-01-20,BEN-SYS-2624040
BEN-0007629,POL-045272,2,Esperanza,Vega,Silva,Hermano,1999-04-06,33,TXWF957208,5549271856,fernando.ramos@hotmail.com,True,2019-03-30,BEN-SYS-5480767
BEN-0007630,POL-030567,1,Luis,Molina,Ramos,Hijo,1975-07-16,50,GGQW953433,,fernanda.medina@gmail.com,False,2020-11-25,BEN-SYS-3126985
BEN-0007631,POL-020220,1,Enrique,Garcia,Silva,Hijo,1987-09-28,25,TWTG847070,5568529110,martha.perez@gmail.com,False,2020-01-24,BEN-SYS-2004109
BEN-0007632,POL-024999,3,Lorena,Aguilar,Cruz,Hija,1955-09-30,25,VGGW746307,,,False,2022-04-06,BEN-SYS-9160094
BEN-0007633,POL-046748,2,Antonio,Navarro,Castillo,Hija,1997-02-25,100,RCOB970577,5518129684,eduardo.chavez@hotmail.com,False,2020-02-19,BEN-SYS-8278779
BEN-0007634,POL-017565,2,Diego,Flores,Flores,Conyuge,2007-09-27,50,CCUO601037,,diana.rodriguez@gmail.com,True,2020-09-03,BEN-SYS-6117110
BEN-0007635,POL-001077,1,Ana,Silva,Gonzalez,Conyuge,1983-12-23,100,YECK808672,,,True,2023-03-20,BEN-SYS-7916041
BEN-0007636,POL-004331,2,Rosa,Navarro,Reyes,Hijo,2008-01-15,25,OBSI892660,5563706997,mario.ramirez@gmail.com,True,2021-06-17,BEN-SYS-5774108
BEN-0007637,POL-012987,1,Adriana,Morales,Ramos,Hija,1996-12-25,100,SPTA922116,,irene.gomez@gmail.com,True,2019-12-19,BEN-SYS-6704923
BEN-0007638,POL-025526,1,Enrique,Moreno,Lopez,Hija,1977-11-04,50,QHVY628428,5529693365,,True,2023-09-09,BEN-SYS-5819750
BEN-0007639,POL-020651,2,Elena,Jimenez,Mendoza,Hija,1995-12-28,50,YYLM812712,,beatriz.soto@hotmail.com,False,2024-06-19,BEN-SYS-8250467
BEN-0007640,POL-010375,2,Rosa,Diaz,Rivera,Conyuge,1985-03-11,50,OXLX862880,5527298228,valeria.castillo@gmail.com,True,2021-03-02,BEN-SYS-8394476
BEN-0007641,POL-048845,1,Miguel,Perez,Morales,Hija,1962-12-25,50,XLYZ722493,,elena.ortiz@gmail.com,True,2021-12-22,BEN-SYS-7287125
BEN-0007642,POL-020690,3,Fernando,Medina,Garcia,Hija,1986-08-22,25,VLVK666848,5541620305,jose.silva@gmail.com,True,2021-01-11,BEN-SYS-4423686
BEN-0007643,POL-006145,2,Laura,Nunez,Mendoza,Hijo,1982-04-22,25,EUVI762354,5522794937,,False,2019-07-04,BEN-SYS-1436937
BEN-0007644,POL-017887,1,Fernando,Martinez,Ramos,Hijo,1953-04-09,33,AWBK922921,5518699687,beatriz.gomez@gmail.com,True,2022-01-01,BEN-SYS-2724971
BEN-0007645,POL-041376,2,Arturo,Ramos,Reyes,Hija,2003-02-10,50,FHWZ704630,5534375969,martha.martinez@hotmail.com,True,2019-08-27,BEN-SYS-4644812
BEN-0007646,POL-046680,1,Rosa,Dominguez,Torres,Padre,1959-12-18,25,HYNC746830,5542245433,,False,2020-08-21,BEN-SYS-7935307
BEN-0007647,POL-044730,1,Pablo,Martinez,Ramirez,Hija,1999-03-02,100,EWIJ825587,5557327968,,True,2019-08-19,BEN-SYS-6235262
BEN-0007648,POL-028684,2,Gabriela,Jimenez,Sanchez,Conyuge,2006-07-28,50,JJDX866831,5547310404,laura.dominguez@hotmail.com,False,2019-05-22,BEN-SYS-2787494
BEN-0007649,POL-035578,1,Enrique,Ramirez,Ramos,Hijo,1989-06-17,50,BDHT764643,5588679949,,True,2023-10-18,BEN-SYS-8757858
BEN-0007650,POL-028855,2,Leticia,Hernandez,Vargas,Hijo,1960-08-07,50,CFTD760609,5562304889,martha.gomez@gmail.com,False,2022-03-10,BEN-SYS-5506067
BEN-0007651,POL-017799,1,Andres,Flores,Morales,Conyuge,1982-09-15,100,MDVB729721,5598717832,gloria.ortiz@hotmail.com,True,2023-03-28,BEN-SYS-7362612
BEN-0007652,POL-016983,2,Francisco,Nunez,Hernandez,Hijo,2008-11-04,100,HGYP790028,5549302056,rocio.romero@gmail.com,True,2019-08-20,BEN-SYS-7426619
BEN-0007653,POL-019073,1,Gabriela,Castillo,Castillo,Hijo,1972-08-21,33,XWBW797765,5590130372,miguel.chavez@hotmail.com,True,2021-10-03,BEN-SYS-4008725
BEN-0007654,POL-040144,2,Esperanza,Gutierrez,Martinez,Hijo,1973-02-06,50,RVFS698246,5541845788,,True,2020-05-01,BEN-SYS-6171274
BEN-0007655,POL-010414,1,Carlos,Gutierrez,Torres,Conyuge,1971-02-12,50,MSAM941127,5590771258,,True,2022-04-22,BEN-SYS-5547474
BEN-0007656,POL-009328,1,Sergio,Sanchez,Romero,Hermano,1972-12-30,50,MNJO976067,5546359324,rosa.torres@hotmail.com,False,2021-05-09,BEN-SYS-5950519
BEN-0007657,POL-002247,2,Jose,Flores,Vargas,Conyuge,2006-06-28,50,YPFR845456,5530850428,juan.moreno@gmail.com,False,2023-02-17,BEN-SYS-8004013
BEN-0007658,POL-029826,1,Gloria,Garcia,Sanchez,Hija,1979-07-22,50,SPDI953237,5544459387,sandra.medina@gmail.com,True,2020-02-26,BEN-SYS-4300185
BEN-0007659,POL-018896,1,Maria,Aguilar,Ramirez,Hija,1972-03-07,50,VZZV939476,,diana.garcia@gmail.com,True,2019-10-29,BEN-SYS-7060606
BEN-0007660,POL-009915,1,Gloria,Sanchez,Rivera,Padre,1967-01-21,100,HACK871806,5537651958,,True,2020-04-07,BEN-SYS-2778582
BEN-0007661,POL-007721,1,Jose,Martinez,Cruz,Hijo,1982-03-31,100,AAJD735153,5560264868,,True,2024-09-20,BEN-SYS-4911902
BEN-0007662,POL-045566,2,Francisco,Soto,Hernandez,Conyuge,1976-08-19,25,MYHM645939,5575970265,,False,2023-03-16,BEN-SYS-2764804
BEN-0007663,POL-002902,1,Antonio,Diaz,Reyes,Hijo,2002-05-03,50,YZMN836240,,andres.flores@hotmail.com,False,2023-06-20,BEN-SYS-3983036
BEN-0007664,POL-040185,2,Victor,Dominguez,Hernandez,Hermana,2006-03-29,50,GCKR802202,5579826917,fernanda.flores@hotmail.com,False,2022-07-31,BEN-SYS-1226400
BEN-0007665,POL-031567,1,Luis,Castillo,Gonzalez,Hijo,1950-09-25,33,TPAV918628,,,False,2021-05-24,BEN-SYS-9640041
BEN-0007666,POL-036728,1,Gabriela,Romero,Torres,Conyuge,1961-07-29,50,CTAQ854450,5573249506,,True,2021-06-17,BEN-SYS-1122041
BEN-0007667,POL-014445,2,Mario,Dominguez,Mendoza,Padre,1982-05-06,100,PWBV690946,,,True,2019-01-20,BEN-SYS-8271839
BEN-0007668,POL-046909,1,Monica,Gutierrez,Vega,Hijo,2002-12-16,100,DDSB740130,5539061924,gloria.aguilar@gmail.com,False,2021-11-22,BEN-SYS-6622756
BEN-0007669,POL-031594,1,Beatriz,Vargas,Silva,Hermana,1950-08-22,50,NQBP620695,5576578769,,True,2022-12-20,BEN-SYS-6026328
BEN-0007670,POL-003733,2,Daniel,Ramirez,Diaz,Conyuge,1953-03-28,50,QEJN951611,5572016558,,False,2024-04-21,BEN-SYS-4792262
BEN-0007671,POL-031223,1,Elena,Perez,Gutierrez,Hijo,2000-10-11,50,HBAW755117,5598385898,,True,2024-03-13,BEN-SYS-7470606
BEN-0007672,POL-012948,1,Martha,Medina,Mendoza,Conyuge,1958-09-20,100,FZZC902811,5588171552,gabriela.ruiz@gmail.com,True,2021-09-20,BEN-SYS-7964551
BEN-0007673,POL-023626,1,Carlos,Sanchez,Martinez,Hijo,1974-10-27,100,XCJM646681,,carlos.ramirez@gmail.com,True,2022-05-31,BEN-SYS-5609556
BEN-0007674,POL-033049,1,Sergio,Garcia,Vargas,Conyuge,1962-11-25,25,IICS702329,5577679048,,True,2021-09-25,BEN-SYS-8904220
BEN-0007675,POL-021126,3,Ana,Jimenez,Lopez,Padre,2006-04-20,33,SPPE798967,5547282131,maria.garcia@gmail.com,False,2019-01-24,BEN-SYS-9565776
BEN-0007676,POL-020859,1,Raul,Castillo,Gutierrez,Conyuge,1954-01-27,100,MUYB609163,5552475077,,True,2019-06-17,BEN-SYS-7519070
BEN-0007677,POL-038592,1,Roberto,Castillo,Vega,Conyuge,1955-06-20,25,HDNJ900284,,miguel.hernandez@gmail.com,False,2019-10-07,BEN-SYS-9838604
BEN-0007678,POL-005584,1,Hector,Mendoza,Romero,Hija,1952-10-16,25,IGCJ984869,5512944130,norma.martinez@hotmail.com,False,2024-08-14,BEN-SYS-8335016
BEN-0007679,POL-048780,3,Rocio,Morales,Vargas,Conyuge,1974-07-20,25,KORR905619,5558856806,victor.silva@hotmail.com,False,2019-06-16,BEN-SYS-6815146
BEN-0007680,POL-046422,1,Adriana,Vargas,Castillo,Hijo,1988-08-17,100,VVYK825734,5561434030,,True,2024-05-13,BEN-SYS-1447702
BEN-0007681,POL-038923,3,Eduardo,Molina,Martinez,Hijo,1961-07-22,50,ESOV892570,,,True,2019-11-03,BEN-SYS-3094172
BEN-0007682,POL-038090,2,Francisco,Rios,Morales,Hermano,1987-04-19,33,TGAD976159,5545432023,jose.cruz@hotmail.com,True,2024-12-13,BEN-SYS-8704038
BEN-0007683,POL-035859,1,Andres,Moreno,Romero,Padre,1993-01-04,25,DQUX834171,5577618824,,True,2021-11-01,BEN-SYS-1590789
BEN-0007684,POL-005757,1,Valeria,Sanchez,Lopez,Conyuge,2006-03-31,50,ECMH838850,5561419672,,True,2020-05-10,BEN-SYS-1499211
BEN-0007685,POL-043688,1,Valeria,Sanchez,Hernandez,Conyuge,2009-06-30,50,PNAM962551,5590555831,,True,2021-01-16,BEN-SYS-3230028
BEN-0007686,POL-042968,1,Fernando,Dominguez,Rivera,Conyuge,1969-12-24,25,WYEJ738226,5577983867,pablo.vega@hotmail.com,True,2022-03-06,BEN-SYS-7867227
BEN-0007687,POL-000528,2,Manuel,Vargas,Torres,Hijo,1956-06-06,33,WAWA766863,5574300088,ana.hernandez@hotmail.com,True,2020-07-01,BEN-SYS-5804498
BEN-0007688,POL-003036,1,Esperanza,Reyes,Reyes,Hijo,1994-09-05,100,AJPV695892,5547819452,,True,2021-04-21,BEN-SYS-4935441
BEN-0007689,POL-008746,2,Carmen,Romero,Lopez,Hija,1963-02-18,100,ANBI612086,5596053051,,True,2020-03-21,BEN-SYS-2429364
BEN-0007690,POL-031223,1,Monica,Flores,Sanchez,Conyuge,1955-05-03,50,NRVK820419,5578786532,antonio.sanchez@hotmail.com,True,2022-06-09,BEN-SYS-8176312
BEN-0007691,POL-025160,1,Manuel,Ramos,Morales,Hijo,1996-04-29,50,LBYY974862,,,False,2023-01-01,BEN-SYS-9111062
BEN-0007692,POL-041040,1,Oscar,Rodriguez,Flores,Hijo,1994-03-09,50,GEBE804397,,irene.molina@hotmail.com,True,2022-09-05,BEN-SYS-7492927
BEN-0007693,POL-017912,2,Lorena,Rodriguez,Ramirez,Conyuge,1958-09-15,50,KYJN610490,,,True,2022-01-26,BEN-SYS-8192961
BEN-0007694,POL-001096,1,Laura,Aguilar,Reyes,Conyuge,1998-05-26,33,WBYF894863,5553610641,,True,2024-06-14,BEN-SYS-9060481
BEN-0007695,POL-018994,1,Hector,Moreno,Sanchez,Hermano,1978-06-22,50,NCXY795291,5560262480,martha.perez@hotmail.com,True,2021-12-27,BEN-SYS-4485022
BEN-0007696,POL-024277,2,Carmen,Ramos,Sanchez,Hijo,1988-01-01,33,BVXN897154,5571255264,claudia.jimenez@hotmail.com,True,2020-06-30,BEN-SYS-4396974
BEN-0007697,POL-039196,2,Sergio,Diaz,Castillo,Padre,1988-01-19,33,GJJD693979,5523279909,rosa.cruz@gmail.com,True,2019-10-21,BEN-SYS-1280195
BEN-0007698,POL-035104,1,Rosa,Vargas,Flores,Conyuge,1984-10-24,33,TDWJ988870,5587453007,,False,2023-07-29,BEN-SYS-1155463
BEN-0007699,POL-049586,1,Carlos,Rios,Ramos,Hijo,1963-02-22,50,ZOLP837911,5591616071,antonio.medina@hotmail.com,False,2020-05-16,BEN-SYS-9167370
BEN-0007700,POL-027538,1,Oscar,Ramos,Vargas,Hijo,1958-07-17,33,GCNW777140,5525949582,martha.diaz@hotmail.com,True,2023-01-10,BEN-SYS-4313288
BEN-0007701,POL-048462,1,Jorge,Flores,Gutierrez,Hermano,1976-08-11,50,UXJS981124,5563944199,arturo.flores@hotmail.com,True,2020-01-17,BEN-SYS-2326499
BEN-0007702,POL-000375,2,Enrique,Vega,Torres,Hijo,1958-05-23,100,WVCI713026,5593279106,,True,2022-08-14,BEN-SYS-6515098
BEN-0007703,POL-022975,2,Rosa,Lopez,Rivera,Hijo,1987-06-03,33,SDAK619653,,leticia.lopez@hotmail.com,True,2021-03-29,BEN-SYS-4567620
BEN-0007704,POL-009821,2,Juan,Nunez,Vargas,Padre,1979-01-10,50,EOJA765092,5599012502,lorena.garcia@hotmail.com,True,2024-09-17,BEN-SYS-5489518
BEN-0007705,POL-024920,1,Pedro,Soto,Vargas,Hija,1991-02-01,33,IKIO773790,,monica.ramos@gmail.com,True,2019-01-26,BEN-SYS-4098821
BEN-0007706,POL-043980,2,Esperanza,Jimenez,Ramirez,Madre,2000-09-18,50,VQPD673177,5551164501,irene.vega@gmail.com,True,2023-03-15,BEN-SYS-5624801
BEN-0007707,POL-007063,1,Adriana,Dominguez,Hernandez,Hijo,1984-01-25,33,RHYC724700,5563666138,adriana.gutierrez@gmail.com,True,2023-06-15,BEN-SYS-7166838
BEN-0007708,POL-025762,1,Alejandro,Soto,Lopez,Hermana,1999-05-26,50,YGPG730275,,silvia.nunez@hotmail.com,True,2023-08-31,BEN-SYS-9601494
BEN-0007709,POL-000066,1,Manuel,Navarro,Castillo,Conyuge,1978-11-05,25,BOLV607671,5544899476,,True,2020-04-25,BEN-SYS-8430683
BEN-0007710,POL-018624,1,Esperanza,Hernandez,Castillo,Conyuge,1978-03-11,25,KWZH954725,,patricia.medina@gmail.com,False,2024-01-10,BEN-SYS-7107410
BEN-0007711,POL-001882,1,Victor,Dominguez,Morales,Hijo,1970-08-21,33,QOOL688922,5574212613,patricia.gutierrez@hotmail.com,True,2020-07-03,BEN-SYS-5454661
BEN-0007712,POL-014815,2,Raul,Rios,Silva,Conyuge,1997-06-14,50,EEUN607205,5573909163,rocio.castillo@gmail.com,True,2021-09-25,BEN-SYS-6775056
BEN-0007713,POL-033433,2,Mario,Vega,Vega,Madre,1977-12-17,100,RNEI949954,,sergio.castillo@hotmail.com,True,2019-10-25,BEN-SYS-5243305
BEN-0007714,POL-012085,1,Francisco,Mendoza,Sanchez,Hijo,1970-07-13,50,TQRR614824,5544980145,silvia.diaz@hotmail.com,True,2020-11-24,BEN-SYS-6636275
BEN-0007715,POL-027104,2,Claudia,Gomez,Rivera,Conyuge,2002-01-07,33,IBZH690435,,laura.lopez@hotmail.com,True,2023-06-04,BEN-SYS-7943334
BEN-0007716,POL-009185,3,Arturo,Salazar,Sanchez,Hijo,1990-04-23,50,SFZE630403,,gloria.soto@gmail.com,True,2023-12-04,BEN-SYS-4540076
BEN-0007717,POL-048396,1,Diana,Diaz,Sanchez,Hijo,1960-09-04,100,ELWS820344,5579700518,,True,2023-11-06,BEN-SYS-7382331
BEN-0007718,POL-000120,1,Hector,Cruz,Vargas,Conyuge,1997-01-05,100,UFVB806993,,,True,2024-08-03,BEN-SYS-4175110
BEN-0007719,POL-017069,2,Juan,Lopez,Ramirez,Madre,1955-03-29,100,NQKE736295,,,False,2019-07-30,BEN-SYS-3789295
BEN-0007720,POL-037819,1,Daniel,Martinez,Rivera,Hijo,1970-05-23,25,GOEH611526,5589355379,,True,2023-02-12,BEN-SYS-9956531
BEN-0007721,POL-018561,2,Arturo,Medina,Perez,Hija,1969-10-12,33,FAXP777630,5586207732,,True,2022-02-01,BEN-SYS-1765268
BEN-0007722,POL-041926,1,Adriana,Molina,Cruz,Madre,1962-04-25,25,LHCE895790,5521015473,mario.mendoza@gmail.com,True,2022-06-24,BEN-SYS-2753016
